11302,1130101,1
11302,1130223,2
11302,1130222,3
11302,1130221,4
11302,1130220,5
11302,1130219,6
11302,1130218,7
11302,1130217,8
11302,1130216,9
11302,1130215,10
11302,1130214,11
11302,1130213,12
11302,1130212,13
11302,1130211,14
11302,1130210,15
11302,1130209,16
11302,1130208,17
11302,1130207,18
11302,1130206,19
11302,1130205,20
11302,1130204,21
11302,1130203,22
11302,1130202,23
11302,1130201,24
11302,1130103,25
11302,1130230,26
11302,1130228,27
11302,1130227,28
11302,1130102,29
11302,1130225,30
11301,1130101,1
11301,1130102,2
11301,1130103,3
11301,1130104,4
11301,1130105,5
11301,1130106,6
11301,1130107,7
11319,1130101,1
11319,1130220,2
11319,1131902,3
11319,1131903,4
11319,1131904,5
11319,1131905,6
11319,1131906,7
11312,1130101,1
11312,1130223,2
11312,1131203,3
11312,1131102,4
11312,1130208,5
11312,1131214,6
11312,1131215,7
11312,1131216,8
11312,1131217,9
11312,1131218,10
11312,1131104,11
11312,1131105,12
11312,1131221,13
11312,1131222,14
11312,1131223,15
11312,1131106,16
11312,1130503,17
11312,1131226,18
11312,1130325,19
11312,1131108,20
11312,1131109,21
11312,1130620,22
11312,1131111,23
11312,1131112,24
11320,1130220,1
11320,1130218,2
11320,1132003,3
11320,1132004,4
11320,1132005,5
11320,1132009,6
11320,1132015,7
11320,1132017,8
11320,1132018,9
11320,1122901,10
11314,1130101,1
11314,1131402,2
11314,1131403,3
11314,1131322,4
11314,1131325,5
11314,1131327,6
11314,1131331,7
11314,1131333,8
11314,1131337,9
11314,1131339,10
99311,9931101,1
99311,9931102,2
99311,9931103,3
99311,9931104,4
99311,9931105,5
99311,9931106,6
99311,9931107,7
99311,9931108,8
99311,9931109,9
99311,9931110,10
99311,9931111,11
99311,9931112,12
99311,9931113,13
99311,9931114,14
99311,9931115,15
99311,9931116,16
